Enum Value	Module Name	Max String Length	Description	English	Tr_Chinese	Si_Chinese	Thai	Spanish	French	German	Russian	Italian	Arabic   	Portuguese	Turkish	Vietnamese	Indonesian	Malaysian	Hindi	Danish	Czech	Polish	Hungarian	Finnish	Norwegian	Slovak	Dutch	Swedish	Croatian	Romanian	Slovenian	Greek	Hebrew	Bulgarian	Marathi	Persian	Urdu	Tamil	Bengali	Punjabi	Telugu	Ukrainian
STR_PLMN_NAME_257	Undefined	6	No Translation																																							V
STR_PLMN_NAME_258	Undefined	6	No Translation																																							V
STR_PLMN_NAME_259	Undefined	6	No Translation																																							V
STR_PLMN_NAME_260	Undefined	6	No Translation																																							V
STR_PLMN_NAME_261	Undefined	9	No Translation																																							V
STR_PLMN_NAME_262	Undefined	3	No Translation																																							V
STR_PLMN_NAME_263	Undefined	8	No Translation																																							V
STR_PLMN_NAME_264	Undefined	7	No Translation																																							V
STR_PLMN_NAME_265	Undefined	9	No Translation																																							V
STR_PLMN_NAME_266	Undefined	10	No Translation																																							V
STR_PLMN_NAME_267	Undefined	11	No Translation																																							V
STR_PLMN_NAME_268	Undefined	6	No Translation																																							V
STR_PLMN_NAME_269	Undefined	5	No Translation																																							V
STR_PLMN_NAME_270	Undefined	8	No Translation																																							V
STR_PLMN_NAME_271	Undefined	4	No Translation																																							V
STR_PLMN_NAME_272	Undefined	6	No Translation																																							V
STR_PLMN_NAME_273	Undefined	8	No Translation																																							V
STR_PLMN_NAME_274	Undefined	11	No Translation																																							V
STR_PLMN_NAME_275	Undefined	12	No Translation																																							V
STR_PLMN_NAME_276	Undefined	7	No Translation																																							V
STR_PLMN_NAME_277	Undefined	8	No Translation																																							V
STR_PLMN_NAME_278	Undefined	10	No Translation																																							V
STR_PLMN_NAME_279	Undefined	11	No Translation																																							V
STR_PLMN_NAME_280	Undefined	11	No Translation																																							V
STR_PLMN_NAME_281	Undefined	6	No Translation																																							V
STR_PLMN_NAME_282	Undefined	11	No Translation																																							V
STR_PLMN_NAME_283	Undefined	11	No Translation																																							V
STR_PLMN_NAME_284	Undefined	6	No Translation																																							V
STR_PLMN_NAME_285	Undefined	12	No Translation																																							V
STR_PLMN_NAME_286	Undefined	6	No Translation																																							V
STR_PLMN_NAME_287	Undefined	6	No Translation																																							V
STR_PLMN_NAME_288	Undefined	3	No Translation																																							V
STR_PLMN_NAME_289	Undefined	11	No Translation																																							V
STR_PLMN_NAME_290	Undefined	4	No Translation																																							V
STR_PLMN_NAME_291	Undefined	3	No Translation																																							V
STR_PLMN_NAME_292	Undefined	5	No Translation																																							V
STR_PLMN_NAME_293	Undefined	10	No Translation																																							V
STR_PLMN_NAME_294	Undefined	8	No Translation																																							V
STR_PLMN_NAME_295	Undefined	6	No Translation																																							V
STR_PLMN_NAME_296	Undefined	9	No Translation																																							V
STR_PLMN_NAME_297	Undefined	10	No Translation																																							V
STR_PLMN_NAME_298	Undefined	9	No Translation																																							V
STR_PLMN_NAME_299	Undefined	3	No Translation																																							V
STR_PLMN_NAME_300	Undefined	8	No Translation																																							V
STR_PLMN_NAME_301	Undefined	8	No Translation																																							V
STR_PLMN_NAME_302	Undefined	8	No Translation																																							V
STR_PLMN_NAME_303	Undefined	6	No Translation																																							V
STR_PLMN_NAME_304	Undefined	6	No Translation																																							V
STR_PLMN_NAME_305	Undefined	5	No Translation																																							V
STR_PLMN_NAME_306	Undefined	8	No Translation																																							V
STR_PLMN_NAME_307	Undefined	7	No Translation																																							V
STR_PLMN_NAME_308	Undefined	8	No Translation																																							V
STR_PLMN_NAME_309	Undefined	11	No Translation																																							V
STR_PLMN_NAME_310	Undefined	9	No Translation																																							V
STR_PLMN_NAME_311	Undefined	6	No Translation																																							V
STR_PLMN_NAME_312	Undefined	8	No Translation																																							V
STR_PLMN_NAME_313	Undefined	8	No Translation																																							V
STR_PLMN_NAME_314	Undefined	5	No Translation																																							V
STR_PLMN_NAME_315	Undefined	11	No Translation																																							V
STR_PLMN_NAME_316	Undefined	6	No Translation																																							V
STR_PLMN_NAME_317	Undefined	10	No Translation																																							V
STR_PLMN_NAME_318	Undefined	11	No Translation																																							V
STR_PLMN_NAME_319	Undefined	9	No Translation																																							V
STR_PLMN_NAME_320	Undefined	7	No Translation																																							V
STR_PLMN_NAME_321	Undefined	6	No Translation																																							V
STR_PLMN_NAME_322	Undefined	9	No Translation																																							V
STR_PLMN_NAME_323	Undefined	8	No Translation																																							V
STR_PLMN_NAME_324	Undefined	3	No Translation																																							V
STR_PLMN_NAME_325	Undefined	9	No Translation																																							V
STR_PLMN_NAME_326	Undefined	11	No Translation																																							V
STR_PLMN_NAME_327	Undefined	7	No Translation																																							V
STR_PLMN_NAME_328	Undefined	3	No Translation																																							V
STR_PLMN_NAME_329	Undefined	11	No Translation																																							V
STR_PLMN_NAME_330	Undefined	10	No Translation																																							V
STR_PLMN_NAME_331	Undefined	9	No Translation																																							V
STR_PLMN_NAME_332	Undefined	7	No Translation																																							V
STR_PLMN_NAME_333	Undefined	7	No Translation																																							V
STR_PLMN_NAME_334	Undefined	3	No Translation																																							V
STR_PLMN_NAME_335	Undefined	7	No Translation																																							V
STR_PLMN_NAME_336	Undefined	3	No Translation																																							V
STR_PLMN_NAME_337	Undefined	6	No Translation																																							V
STR_PLMN_NAME_338	Undefined	7	No Translation																																							V
STR_PLMN_NAME_339	Undefined	7	No Translation																																							V
STR_PLMN_NAME_340	Undefined	8	No Translation																																							V
STR_PLMN_NAME_341	Undefined	5	No Translation																																							V
STR_PLMN_NAME_342	Undefined	3	No Translation																																							V
STR_PLMN_NAME_343	Undefined	5	No Translation																																							V
STR_PLMN_NAME_344	Undefined	10	No Translation																																							V
STR_PLMN_NAME_345	Undefined	5	No Translation																																							V
STR_PLMN_NAME_346	Undefined	7	No Translation																																							V
STR_PLMN_NAME_347	Undefined	7	No Translation																																							V
STR_PLMN_NAME_348	Undefined	6	No Translation																																							V
STR_PLMN_NAME_349	Undefined	7	No Translation																																							V
STR_PLMN_NAME_350	Undefined	4	No Translation																																							V
STR_PLMN_NAME_351	Undefined	7	No Translation																																							V
STR_PLMN_NAME_352	Undefined	7	No Translation																																							V
STR_PLMN_NAME_353	Undefined	6	No Translation																																							V
STR_PLMN_NAME_354	Undefined	9	No Translation																																							V
STR_PLMN_NAME_355	Undefined	11	No Translation																																							V
STR_PLMN_NAME_356	Undefined	11	No Translation																																							V
STR_PLMN_NAME_357	Undefined	7	No Translation																																							V
STR_PLMN_NAME_358	Undefined	8	No Translation																																							V
STR_PLMN_NAME_359	Undefined	11	No Translation																																							V
STR_PLMN_NAME_360	Undefined	5	No Translation																																							V
STR_PLMN_NAME_361	Undefined	5	No Translation																																							V
STR_PLMN_NAME_362	Undefined	8	No Translation																																							V
STR_PLMN_NAME_363	Undefined	5	No Translation																																							V
STR_PLMN_NAME_364	Undefined	4	No Translation																																							V
STR_PLMN_NAME_365	Undefined	9	No Translation																																							V
STR_PLMN_NAME_366	Undefined	6	No Translation																																							V
STR_PLMN_NAME_367	Undefined	9	No Translation																																							V
STR_PLMN_NAME_368	Undefined	6	No Translation																																							V
STR_PLMN_NAME_369	Undefined	10	No Translation																																							V
STR_PLMN_NAME_370	Undefined	6	No Translation																																							V
STR_PLMN_NAME_371	Undefined	8	No Translation																																							V
STR_PLMN_NAME_372	Undefined	7	No Translation																																							V
STR_PLMN_NAME_373	Undefined	9	No Translation																																							V
STR_PLMN_NAME_374	Undefined	8	No Translation																																							V
STR_PLMN_NAME_375	Undefined	5	No Translation																																							V
STR_PLMN_NAME_376	Undefined	3	No Translation																																							V
STR_PLMN_NAME_377	Undefined	7	No Translation																																							V
STR_PLMN_NAME_378	Undefined	8	No Translation																																							V
STR_PLMN_NAME_379	Undefined	4	No Translation																																							V
STR_PLMN_NAME_380	Undefined	5	No Translation																																							V
STR_PLMN_NAME_381	Undefined	11	No Translation																																							V
STR_PLMN_NAME_382	Undefined	4	No Translation																																							V
STR_PLMN_NAME_383	Undefined	11	No Translation																																							V
STR_PLMN_NAME_384	Undefined	6	No Translation																																							V
STR_PLMN_NAME_385	Undefined	7	No Translation																																							V
STR_PLMN_NAME_386	Undefined	3	No Translation																																							V
STR_PLMN_NAME_387	Undefined	11	No Translation																																							V
STR_PLMN_NAME_388	Undefined	6	No Translation																																							V
STR_PLMN_NAME_389	Undefined	7	No Translation																																							V
STR_PLMN_NAME_390	Undefined	10	No Translation																																							V
STR_PLMN_NAME_391	Undefined	6	No Translation																																							V
STR_PLMN_NAME_392	Undefined	7	No Translation																																							V
STR_PLMN_NAME_393	Undefined	4	No Translation																																							V
STR_PLMN_NAME_394	Undefined	8	No Translation																																							V
STR_PLMN_NAME_395	Undefined	3	No Translation																																							V
STR_PLMN_NAME_396	Undefined	7	No Translation																																							V
STR_PLMN_NAME_397	Undefined	13	No Translation																																							V
STR_PLMN_NAME_398	Undefined	10	No Translation																																							V
STR_PLMN_NAME_399	Undefined	8	No Translation																																							V
STR_PLMN_NAME_400	Undefined	8	No Translation																																							V
STR_PLMN_NAME_401	Undefined	8	No Translation																																							V
STR_PLMN_NAME_402	Undefined	10	No Translation																																							V
STR_PLMN_NAME_403	Undefined	10	No Translation																																							V
STR_PLMN_NAME_404	Undefined	3	No Translation																																							V
STR_PLMN_NAME_405	Undefined	7	No Translation																																							V
STR_PLMN_NAME_406	Undefined	7	No Translation																																							V
STR_PLMN_NAME_407	Undefined	12	No Translation																																							V
STR_PLMN_NAME_408	Undefined	8	No Translation																																							V
STR_PLMN_NAME_409	Undefined	5	No Translation																																							V
STR_PLMN_NAME_410	Undefined	7	No Translation																																							V
STR_PLMN_NAME_411	Undefined	10	No Translation																																							V
STR_PLMN_NAME_412	Undefined	5	No Translation																																							V
STR_PLMN_NAME_413	Undefined	4	No Translation																																							V
STR_PLMN_NAME_414	Undefined	4	No Translation																																							V
STR_PLMN_NAME_415	Undefined	6	No Translation																																							V
STR_PLMN_NAME_416	Undefined	11	No Translation																																							V
STR_PLMN_NAME_417	Undefined	2	No Translation																																							V
