Enum Value	Module Name	Max String Length	Description	English	Tr_Chinese	Si_Chinese	Thai	Spanish	French	German	Russian	Italian	Arabic   	Portuguese	Turkish	Vietnamese	Indonesian	Malaysian	Hindi	Danish	Czech	Polish	Hungarian	Finnish	Norwegian	Slovak	Dutch	Swedish	Croatian	Romanian	Slovenian	Greek	Hebrew	Bulgarian	Marathi	Persian	Urdu	Tamil	Bengali	Punjabi	Telugu	Ukrainian
STRING_MTPNP_INCORRECT_CARD2_PUK2	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CARD1_SECURITY_SETTING	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SECURITY_SETTING	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CARD1_PINLOCK	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CARD2_PINLOCK	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CHANGE_PASSWORD	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CP_PIN1	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CP_PIN2	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CP_SIM1PIN1	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CP_SIM1PIN2	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SECURITY_CAPTION	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CHANGE_PASSWORD_CAPTION	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SIM1_PIN_BLOCKED	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SIM1_PIN2_BLOCKED	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_PIN_BLOCKED_PUK	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_PIN_BLOCKED_PUK2	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CARD1_PIN_CHANGE	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CARD1_PIN2_CHANGE	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CARD2_PIN_CHANGE	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CARD2_PIN2_CHANGE	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_WRONG_CARD1_PIN	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_WRONG_CARD1_PIN2	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_WRONG_CARD2_PIN	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_WRONG_CARD2_PIN2	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SETTING_CARD1_SIM_LOCK	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SETTING_CARD1_SIM_UNLOCK	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SETTING_CARD2_SIM_LOCK	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SETTING_CARD2_SIM_UNLOCK	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_ENABLE_CARD1_PIN	MERCURY	40	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_ENABLE_CARD2_PIN	MERCURY	40	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SETTING_CARD2_PUK	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SETTING_OLD_CARD1_PIN	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SETTING_NEW_CARD1_PIN	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SETTING_OLD_CARD1_PIN2	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SETTING_NEW_CARD1_PIN2	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SETTING_OLD_CARD2_PIN	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SETTING_NEW_CARD2_PIN	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SETTING_OLD_CARD2_PIN2	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SETTING_NEW_CARD2_PIN2	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SETTING_PIN2_BLOCK_MSG	MERCURY	40	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
STRING_MTPNP_SETTING_SIM1_PUK2	MERCURY	20	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
STRING_MTPNP_SETTING_SIM1_NEW_PIN2	MERCURY	30	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
STRING_MTPNP_SETTING_ENTER_PUK2	MERCURY	20	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
STRING_MTPNP_SETTING_ENTER_NEW_PIN2	MERCURY	30	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
STRING_MTPNP_CARD1_NETWORK_SETUP	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETWORK_SETUP	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETWORK_SETUP_CAPTION	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SELECTION_MODE	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SELECTION_MODE_CAPTION	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_PREFERRED_NETWORKS	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_GPRS_CONNECTION			Empty
STRING_MTPNP_NETSET_MANUAL	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_AUTOMATIC	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_NEW_SEARCH	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_SELECT_NETWORK	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_CHOICE	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_OPTIONS	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_PRF_NWK_ADD	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_PRF_NWK_NEW	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_PRF_NWK_EDIT	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_SIM2_INVALID	MERCURY	30	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
STRING_MTPNP_NETSET_CHANGE	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_PRF_NWK_ADDED_ERR	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_PRF_ADD_SHW_NWK_TITLE	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_PRF_ADD_SHW_NWK_PRIORITY_TITLE	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_PRR_MCC_CAPTION	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_PRR_PR_CAPTION	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_PRR_SV_CAPTION	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_PLMN_LIST_SORT_BY_ALPHABET	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_PLMN_LIST_SORT_BY_DEFAULT	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_SEARCHIN_NW	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_REGISTERING_NW	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_NW_SELECT_FAIL	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_NW_LIST_FAIL	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NETSET_SELECT_NETWORK_CAPTION	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SIM1_CB_MENUENTRY	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_MENUENTRY	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_SERVICE	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_READ_MESSAGE	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_CHANNELS	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_LANGUAGE	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_MESSAGE_BODY	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_SELECT_CHNL	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_CHNL_EDITOR	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_CHNL_TITLE	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_CHNL_TITLE_FULL_EDIT	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_CHNL_NUMBER	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_CHNL_LIST	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_LANGUAGE_CAPTION	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_CHANNELS_CAPTION	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_CHANNEL_ENBL_OPTIONS	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_CHANNEL_ENBL_OPTIONS_CAPTION	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_LANGUAGE_UNSPECIFIED	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_ERROR_MESSAGE	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_NOT_READY_YET	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SMS_CB_CHNL_FULL	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_CHNL_DUPLICATE_NUMBER_NOT_ALLOWED	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_CHNL_NUMBER_LEN_EXCEEDED	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_ALL_CHANNELS_FOR_SELECT	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_ALL_LANGUAGES_FOR_SELECT	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_CB_MSG_IND_INFORMATION_CAPTION	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SIM1_VMAIL_MENUENTRY	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_VMAIL_MENUENTRY	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_VOICE_MAIL_NOT_READY_YET	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_VOICE_MAIL_OPTION_ID	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_VM_CONNECT_TO_VOICE_ID	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SIM1_MESSAGESETUP_MENUENTRY	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_MESSAGESETUP_MENUENTRY	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SMS_MEMSTATUS_PREFIX_SIM	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SMS_MEMSTATUS_PREFIX_PHONE	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_ME_STORAGE_MENUENTRY	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SIM_STORAGE_MENUENTRY	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_PROFILE_SETTING_MENUENTRY	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_COMMONSETTING_MENUENTRY	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_PREFEREDSTORAGE_MENUENTRY	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SMSSTATUS_MENUENTRY	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SMSSTATUS_TITLE	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_PROFILE_NAME	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_PROFILE_SC	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_PROFILE_VP	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_PROFILE_MSG_TYPE	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NEW_MASTER_MESSAGE_FROM_ID	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_NEW_SLAVE_MESSAGE_FROM_ID	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_MASTER_RECEIVED_SMS	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SLAVE_RECEIVED_SMS	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_MASTER_DELIVERY_REPORT_MENUENTRY	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SLAVE_DELIVERY_REPORT_MENUENTRY	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SMS_MASTER_DONE	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SMS_SLAVE_DONE	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_MASTER_SEND_OPTIONS_CAPTION	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SLAVE_SEND_OPTIONS_CAPTION	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_OUTBOX_MASTER_SEND_SMS	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_OUTBOX_SLAVE_SEND_SMS	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_MASTER_SENDING_SMS	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SLAVE_SENDING_SMS	MERCURY	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_MASTER_MSGBOX_FORWARD	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SLAVE_MSGBOX_FORWARD	MERCURY	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SMS_COPY_TO_SIM2	Undefined	12	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SMS_MOVE_TO_SIM2	Undefined	12	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SMS_FROM_SIM2	Undefined	9	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_MASTER_SMS_MEMORY_EXCEEDED	MERCURY	50	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_MASTER_SMS_SIM_MEMORY_EXCEEDED	MERCURY	50	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STRING_MTPNP_SLAVE_SMS_MEMORY_EXCEEDED	MERCURY	50	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
